0,0,Header,0,1,480
1,0,Start_track
1,0,Tempo,500000
1,0,note_on_c,1,71,100
1,250,note_on_c,1,71,0
1,250,note_on_c,1,70,100
1,500,note_on_c,1,70,0
1,500,note_on_c,1,60,100
1,750,note_on_c,1,60,0
1,750,note_on_c,1,67,100
1,1000,note_on_c,1,67,0
1,1000,note_on_c,1,60,100
1,1250,note_on_c,1,60,0
1,1250,note_on_c,1,67,100
1,1500,note_on_c,1,67,0
1,1500,note_on_c,1,61,100
1,1750,note_on_c,1,61,0
1,1750,note_on_c,1,71,100
1,2000,note_on_c,1,71,0
1,2000,note_on_c,1,70,100
1,2250,note_on_c,1,70,0
1,2250,note_on_c,1,60,100
1,2500,note_on_c,1,60,0
1,2500,note_on_c,1,61,100
1,2750,note_on_c,1,61,0
1,2750,note_on_c,1,67,100
1,3000,note_on_c,1,67,0
1,3000,note_on_c,1,61,100
1,3250,note_on_c,1,61,0
1,3250,note_on_c,1,60,100
1,3500,note_on_c,1,60,0
1,3500,note_on_c,1,61,100
1,3750,note_on_c,1,61,0
1,3750,note_on_c,1,60,100
1,4000,note_on_c,1,60,0
1,4000,note_on_c,1,70,100
1,4250,note_on_c,1,70,0
1,4250,note_on_c,1,67,100
1,4500,note_on_c,1,67,0
1,4500,note_on_c,1,61,100
1,4750,note_on_c,1,61,0
1,4750,note_on_c,1,67,100
1,5000,note_on_c,1,67,0
1,5000,note_on_c,1,61,100
1,5250,note_on_c,1,61,0
1,5250,note_on_c,1,63,100
1,5500,note_on_c,1,63,0
1,5500,note_on_c,1,64,100
1,5750,note_on_c,1,64,0
1,5750,note_on_c,1,61,100
1,6000,note_on_c,1,61,0
1,6000,note_on_c,1,64,100
1,6250,note_on_c,1,64,0
1,6250,note_on_c,1,61,100
1,6500,note_on_c,1,61,0
1,6500,note_on_c,1,64,100
1,6750,note_on_c,1,64,0
1,6750,note_on_c,1,66,100
1,7000,note_on_c,1,66,0
1,7000,note_on_c,1,67,100
1,7250,note_on_c,1,67,0
1,7250,note_on_c,1,66,100
1,7500,note_on_c,1,66,0
1,7500,note_on_c,1,67,100
1,7750,note_on_c,1,67,0
1,7750,note_on_c,1,66,100
